0.34446,-0.28731,0.13087,-0.1984,-0.98008,0.0094969,0.13005,-0.035928,-0.99086,0.93683,-0.98008,0.90617,1,5.2992
-0.50411,-0.25173,0.10375,-0.30275,-0.9526,0.02998,0.12892,-0.0721,-0.98903,0.90345,-0.9526,0.79974,0,17.984
0.34453,-0.28719,0.13075,-0.1992,-0.97992,0.0086238,0.12945,-0.035036,-0.99097,0.93654,-0.97992,0.82965,1,5.2577
-0.50416,-0.25091,0.10363,-0.30501,-0.95186,0.030428,0.12826,-0.072717,-0.98907,0.9027,-0.95186,0.80444,0,18.02
0.34485,-0.28689,0.13026,-0.20009,-0.97975,0.0078519,0.12813,-0.03411,-0.99117,0.93621,-0.97975,0.81238,1,5.2317
-0.504,-0.25003,0.10327,-0.30592,-0.95153,0.031698,0.12732,-0.073885,-0.98911,0.90245,-0.95153,0.8184,0,18.109
0.34487,-0.28665,0.13013,-0.19972,-0.97982,0.0078291,0.12842,-0.034094,-0.99113,0.93633,-0.97982,0.84631,1,5.2211
-0.50384,-0.2492,0.10279,-0.30729,-0.95103,0.033364,0.12643,-0.075549,-0.9891,0.90206,-0.95103,0.83944,0,18.169
0.34495,-0.2864,0.13002,-0.19948,-0.97987,0.0074523,0.12837,-0.033673,-0.99115,0.93639,-0.97987,0.8733,1,5.1835
-0.50364,-0.24875,0.10233,-0.3079,-0.95078,0.034844,0.12525,-0.076812,-0.98915,0.90191,-0.95078,0.84494,0,18.194
0.34493,-0.28625,0.13003,-0.19931,-0.97991,0.0072368,0.12857,-0.033472,-0.99114,0.93644,-0.97991,0.89025,1,5.1507
-0.50334,-0.24831,0.10165,-0.30926,-0.95027,0.036783,0.12326,-0.078407,-0.98927,0.90152,-0.95027,0.83974,0,18.221
0.34493,-0.28628,0.12999,-0.19921,-0.97993,0.0068549,0.12861,-0.033079,-0.99114,0.93645,-0.97993,0.91117,1,5.1226
-0.50299,-0.24808,0.10107,-0.31,-0.94998,0.038068,0.12138,-0.079259,-0.98944,0.90131,-0.94998,0.84612,0,18.193
0.34491,-0.28627,0.12999,-0.19896,-0.97999,0.006764,0.12873,-0.032976,-0.99113,0.93653,-0.97999,0.89455,1,5.1031
-0.50279,-0.24806,0.10071,-0.30982,-0.95002,0.038423,0.12044,-0.079298,-0.98955,0.90137,-0.95002,0.85387,0,18.158
0.3449,-0.28624,0.13002,-0.19855,-0.98007,0.006716,0.1288,-0.032884,-0.99113,0.93666,-0.98007,0.88954,1,5.0823
-0.50268,-0.24813,0.10049,-0.30909,-0.95026,0.038308,0.12013,-0.078969,-0.98961,0.90161,-0.95026,0.8645,0,18.137
0.34489,-0.28623,0.13007,-0.19816,-0.98015,0.0065203,0.12887,-0.032647,-0.99112,0.93678,-0.98015,0.90318,1,5.0534
-0.50253,-0.24825,0.10025,-0.30834,-0.95052,0.037924,0.11962,-0.07829,-0.98973,0.90183,-0.95052,0.87846,0,18.115
0.34525,-0.2862,0.12983,-0.20001,-0.97978,0.0060443,0.1272,-0.032082,-0.99136,0.93616,-0.97978,0.80406,1,5.0459
-0.50231,-0.24826,0.10005,-0.30721,-0.9509,0.037564,0.11896,-0.077535,-0.98987,0.90219,-0.9509,0.88172,0,18.092
0.34563,-0.28569,0.1297,-0.20035,-0.9797,0.0066103,0.1265,-0.032559,-0.99143,0.93607,-0.9797,0.83155,1,5.0605
-0.50204,-0.24811,0.099987,-0.30409,-0.95191,0.037212,0.1185,-0.076556,-0.99,0.9032,-0.95191,0.8915,0,18.078
0.34574,-0.28514,0.12996,-0.19894,-0.97998,0.0073746,0.12694,-0.033228,-0.99135,0.93656,-0.97998,0.8451,1,5.1127
-0.50194,-0.24805,0.099978,-0.30237,-0.95248,0.03673,0.11847,-0.075789,-0.99006,0.90376,-0.95248,0.89465,0,18.082
0.34587,-0.28428,0.13053,-0.197,-0.98037,0.0083366,0.12699,-0.033949,-0.99132,0.93723,-0.98037,0.83254,1,5.1577
-0.5019,-0.24795,0.099976,-0.29982,-0.95331,0.036271,0.11881,-0.075036,-0.99008,0.90459,-0.95331,0.85613,0,18.096
0.34557,-0.28305,0.13103,-0.19521,-0.98073,0.0082369,0.12808,-0.033819,-0.99119,0.93781,-0.98073,0.86877,1,5.2672
-0.50213,-0.24662,0.099909,-0.29718,-0.95414,0.036039,0.11821,-0.074217,-0.99021,0.90545,-0.95414,0.8389,0,18.133
0.34471,-0.28203,0.13132,-0.1917,-0.98143,0.0063002,0.12974,-0.031704,-0.99104,0.93887,-0.98143,0.89579,1,5.3396
-0.50232,-0.24577,0.099913,-0.29591,-0.95455,0.035576,0.11814,-0.073529,-0.99027,0.90585,-0.95455,0.85167,0,18.163
0.34379,-0.28101,0.13156,-0.18961,-0.98185,0.0045336,0.13046,-0.029769,-0.99101,0.93947,-0.98185,0.90786,1,5.4047
-0.50272,-0.24461,0.099953,-0.29332,-0.95537,0.035063,0.11926,-0.072957,-0.99018,0.9067,-0.95537,0.86806,0,18.211
0.34238,-0.2795,0.13184,-0.19024,-0.98173,0.0043906,0.13015,-0.029654,-0.99105,0.93926,-0.98173,0.88777,1,5.4262
-0.5039,-0.24321,0.099979,-0.29079,-0.95612,0.035598,0.12079,-0.073595,-0.98995,0.90759,-0.95612,0.81402,0,18.246
0.34141,-0.27873,0.13177,-0.19212,-0.98136,0.0047208,0.12891,-0.030004,-0.9912,0.93866,-0.98136,0.88092,1,5.4193
-0.50566,-0.24101,0.10031,-0.29072,-0.95601,0.03898,0.12151,-0.077298,-0.98958,0.90777,-0.95601,0.80373,0,18.252
0.33926,-0.27756,0.13207,-0.18874,-0.98202,0.0048081,0.1304,-0.029913,-0.99101,0.93977,-0.98202,0.90672,1,5.4069
-0.50727,-0.23991,0.10049,-0.2902,-0.95617,0.039038,0.12159,-0.077306,-0.98957,0.90795,-0.95617,0.82082,0,18.228
0.33761,-0.27651,0.13192,-0.18903,-0.98197,0.0033127,0.13001,-0.02837,-0.99111,0.93961,-0.98197,0.91443,1,5.4113
-0.50875,-0.23915,0.10069,-0.2871,-0.95713,0.038442,0.12182,-0.076288,-0.98962,0.90895,-0.95713,0.81797,0,18.176
0.33627,-0.27575,0.13179,-0.18689,-0.98238,0.0023153,0.13069,-0.027199,-0.99105,0.94026,-0.98238,0.92923,1,5.452
-0.50997,-0.23816,0.10068,-0.28669,-0.95725,0.038594,0.12202,-0.07644,-0.98958,0.9091,-0.95725,0.82089,0,18.122
0.3354,-0.2749,0.13165,-0.18665,-0.98242,0.0020068,0.13053,-0.026823,-0.99108,0.94032,-0.98242,0.90034,1,5.5082
-0.51139,-0.23593,0.10078,-0.28965,-0.95635,0.03862,0.12078,-0.076548,-0.98972,0.9081,-0.95635,0.80473,0,18.051
0.33451,-0.2738,0.13149,-0.18584,-0.98258,0.00050065,0.13053,-0.025193,-0.99112,0.94052,-0.98258,0.91798,1,5.565
-0.51237,-0.23408,0.1013,-0.2916,-0.95588,0.035644,0.11818,-0.072982,-0.99031,0.90729,-0.95588,0.68391,0,17.977
0.33382,-0.27282,0.13138,-0.18618,-0.98252,0.00059974,0.13027,-0.025291,-0.99116,0.94042,-0.98252,0.91831,1,5.6116
