0.34446,0.71269,0.13087,-0.1984,-0.98008,0.0094969,0.13005,-0.035928,-0.99086,-0.98008,0.95308,1,5.2992
-0.50411,0.74827,0.10375,-0.30275,-0.9526,0.02998,0.12892,-0.0721,-0.98903,-0.9526,0.89987,0,17.984
0.34453,0.71281,0.13075,-0.1992,-0.97992,0.0086238,0.12945,-0.035036,-0.99097,-0.97992,0.91482,1,5.2577
-0.50416,0.74909,0.10363,-0.30501,-0.95186,0.030428,0.12826,-0.072717,-0.98907,-0.95186,0.90222,0,18.02
0.34485,0.71311,0.13026,-0.20009,-0.97975,0.0078519,0.12813,-0.03411,-0.99117,-0.97975,0.90619,1,5.2317
-0.504,0.74997,0.10327,-0.30592,-0.95153,0.031698,0.12732,-0.073885,-0.98911,-0.95153,0.9092,0,18.109
0.34487,0.71335,0.13013,-0.19972,-0.97982,0.0078291,0.12842,-0.034094,-0.99113,-0.97982,0.92316,1,5.2211
-0.50384,0.7508,0.10279,-0.30729,-0.95103,0.033364,0.12643,-0.075549,-0.9891,-0.95103,0.91972,0,18.169
0.34495,0.7136,0.13002,-0.19948,-0.97987,0.0074523,0.12837,-0.033673,-0.99115,-0.97987,0.93665,1,5.1835
-0.50364,0.75125,0.10233,-0.3079,-0.95078,0.034844,0.12525,-0.076812,-0.98915,-0.95078,0.92247,0,18.194
0.34493,0.71375,0.13003,-0.19931,-0.97991,0.0072368,0.12857,-0.033472,-0.99114,-0.97991,0.94513,1,5.1507
-0.50334,0.75169,0.10165,-0.30926,-0.95027,0.036783,0.12326,-0.078407,-0.98927,-0.95027,0.91987,0,18.221
0.34493,0.71372,0.12999,-0.19921,-0.97993,0.0068549,0.12861,-0.033079,-0.99114,-0.97993,0.95559,1,5.1226
-0.50299,0.75192,0.10107,-0.31,-0.94998,0.038068,0.12138,-0.079259,-0.98944,-0.94998,0.92306,0,18.193
0.34491,0.71373,0.12999,-0.19896,-0.97999,0.006764,0.12873,-0.032976,-0.99113,-0.97999,0.94728,1,5.1031
-0.50279,0.75194,0.10071,-0.30982,-0.95002,0.038423,0.12044,-0.079298,-0.98955,-0.95002,0.92694,0,18.158
0.3449,0.71376,0.13002,-0.19855,-0.98007,0.006716,0.1288,-0.032884,-0.99113,-0.98007,0.94477,1,5.0823
-0.50268,0.75187,0.10049,-0.30909,-0.95026,0.038308,0.12013,-0.078969,-0.98961,-0.95026,0.93225,0,18.137
0.34489,0.71377,0.13007,-0.19816,-0.98015,0.0065203,0.12887,-0.032647,-0.99112,-0.98015,0.95159,1,5.0534
-0.50253,0.75175,0.10025,-0.30834,-0.95052,0.037924,0.11962,-0.07829,-0.98973,-0.95052,0.93923,0,18.115
0.34525,0.7138,0.12983,-0.20001,-0.97978,0.0060443,0.1272,-0.032082,-0.99136,-0.97978,0.90203,1,5.0459
-0.50231,0.75174,0.10005,-0.30721,-0.9509,0.037564,0.11896,-0.077535,-0.98987,-0.9509,0.94086,0,18.092
0.34563,0.71431,0.1297,-0.20035,-0.9797,0.0066103,0.1265,-0.032559,-0.99143,-0.9797,0.91577,1,5.0605
-0.50204,0.75189,0.099987,-0.30409,-0.95191,0.037212,0.1185,-0.076556,-0.99,-0.95191,0.94575,0,18.078
0.34574,0.71486,0.12996,-0.19894,-0.97998,0.0073746,0.12694,-0.033228,-0.99135,-0.97998,0.92255,1,5.1127
-0.50194,0.75195,0.099978,-0.30237,-0.95248,0.03673,0.11847,-0.075789,-0.99006,-0.95248,0.94732,0,18.082
0.34587,0.71572,0.13053,-0.197,-0.98037,0.0083366,0.12699,-0.033949,-0.99132,-0.98037,0.91627,1,5.1577
-0.5019,0.75205,0.099976,-0.29982,-0.95331,0.036271,0.11881,-0.075036,-0.99008,-0.95331,0.92807,0,18.096
0.34557,0.71695,0.13103,-0.19521,-0.98073,0.0082369,0.12808,-0.033819,-0.99119,-0.98073,0.93438,1,5.2672
-0.50213,0.75338,0.099909,-0.29718,-0.95414,0.036039,0.11821,-0.074217,-0.99021,-0.95414,0.91945,0,18.133
0.34471,0.71797,0.13132,-0.1917,-0.98143,0.0063002,0.12974,-0.031704,-0.99104,-0.98143,0.94789,1,5.3396
-0.50232,0.75423,0.099913,-0.29591,-0.95455,0.035576,0.11814,-0.073529,-0.99027,-0.95455,0.92583,0,18.163
0.34379,0.71899,0.13156,-0.18961,-0.98185,0.0045336,0.13046,-0.029769,-0.99101,-0.98185,0.95393,1,5.4047
-0.50272,0.75539,0.099953,-0.29332,-0.95537,0.035063,0.11926,-0.072957,-0.99018,-0.95537,0.93403,0,18.211
0.34238,0.7205,0.13184,-0.19024,-0.98173,0.0043906,0.13015,-0.029654,-0.99105,-0.98173,0.94388,1,5.4262
-0.5039,0.75679,0.099979,-0.29079,-0.95612,0.035598,0.12079,-0.073595,-0.98995,-0.95612,0.90701,0,18.246
0.34141,0.72127,0.13177,-0.19212,-0.98136,0.0047208,0.12891,-0.030004,-0.9912,-0.98136,0.94046,1,5.4193
-0.50566,0.75899,0.10031,-0.29072,-0.95601,0.03898,0.12151,-0.077298,-0.98958,-0.95601,0.90187,0,18.252
0.33926,0.72244,0.13207,-0.18874,-0.98202,0.0048081,0.1304,-0.029913,-0.99101,-0.98202,0.95336,1,5.4069
-0.50727,0.76009,0.10049,-0.2902,-0.95617,0.039038,0.12159,-0.077306,-0.98957,-0.95617,0.91041,0,18.228
0.33761,0.72349,0.13192,-0.18903,-0.98197,0.0033127,0.13001,-0.02837,-0.99111,-0.98197,0.95722,1,5.4113
-0.50875,0.76085,0.10069,-0.2871,-0.95713,0.038442,0.12182,-0.076288,-0.98962,-0.95713,0.90898,0,18.176
0.33627,0.72425,0.13179,-0.18689,-0.98238,0.0023153,0.13069,-0.027199,-0.99105,-0.98238,0.96462,1,5.452
-0.50997,0.76184,0.10068,-0.28669,-0.95725,0.038594,0.12202,-0.07644,-0.98958,-0.95725,0.91045,0,18.122
